variances "average of distances" word_length dim_4 dim_15 dim_29 dim_30 dim_38 class
-0.1321601750655839 1.2303674155200854 0.6666911157846827 0.13045573197045834 0.3578279521177093 0.7342223645588981 0.4731184959973169 0.15174418272281542 0
-0.14086555841911727 0.21936240002889107 -1.1360098430783003 0.363060842417334 0.20396297865560947 0.5416318844587283 0.38320784566793786 0.22133619187282425 1
-0.6487558368080091 -1.158769914798505 0.6666911157846827 0.02542105466820736 0.5844103395849433 0.953402720915422 0.5645891931098775 0.3593969510847861 1
0.3153750806084805 1.397786951592538 -1.1360098430783003 0.13314448863648706 0.6237039875321829 0.8718399296059264 0.5470829538712982 0.5151460623790666 1
-1.679823685523431 0.13132767117879315 0.9242198241936802 0.2388717293550532 0.7515556870535166 0.4370696423335351 0.6219158088877479 0.3929650754013742 0
0.023509515958334944 -1.311209814029038 2.211863366238668 0.6562456127762422 0.7447478245807903 0.2886448837645029 0.7640764791252324 0.7287237932386524 0
-0.5636744178450934 -1.472624231589627 2.7269207830566637 0.0 0.29900607554444475 0.6729379020072497 0.31826541709866313 0.3789544827421322 0
0.18403039730915902 -1.3728391339233337 1.1817485326026778 0.17180849743944274 0.9422356805573926 0.41142109969729 0.8621933518572061 0.2631555287513645 0
-1.5879531897062231 -1.387022149069079 0.4091624073756851 0.0 0.6369880145966221 0.5651917981162103 0.8978466998015473 0.4346896507299221 0
-0.5213171386028624 -1.5762004787854575 0.15163369896668755 0.5823079793519291 0.760312651001348 0.5864281675777367 0.33255559295643394 0.2186934167301061 0
-0.6802928899385345 -0.6393760677288425 0.6666911157846827 0.20719573052149784 0.597092893397001 0.3802705290752553 0.9699952601522775 0.4758004923846393 0
1.94282427112256 1.0925127387161166 -0.6209524262603051 0.7094002790637394 0.7542307625023684 0.3708496167739828 0.7411923802737466 0.7391638584122342 0
1.57078458590958 1.3089789796426572 -0.3634237178513076 0.888823631400283 0.5959703050254368 0.8120728863210193 0.8310096482285575 0.6853756079223691 0
1.0017537717813942 -0.5021014027687478 -0.10589500944231003 0.4579027383183112 0.601046785807531 0.7462910625046113 0.3199293975769273 0.579981413392046 0
-0.9233616949480984 -1.1329798241382731 1.6968059494206729 0.0 0.31141394472908857 0.3012912958393349 0.3374338575169149 0.7831645754338147 0
-0.668462718509663 -1.4433632940742611 0.9242198241936802 0.0 0.7532457247798676 0.5200689094189275 1.0 0.4518959173987587 0
1.0088665490578557 1.0709587861072656 -0.8784811346693028 0.9108513646782468 1.0 0.2467734443420662 0.4870929313564208 0.5860562898347734 0
0.33408496500985146 -1.4559133063099767 0.6666911157846827 0.6091669984066238 0.46986753455631397 0.2640454802866794 0.8342025912934261 0.1853097693696268 0
-0.8909096486242443 -1.2412626439986392 1.1817485326026778 0.0 0.8786468166336076 0.3995766203934894 0.8771901889520477 0.4593691304309474 0
1.800059436929114 1.7340432119855267 -0.3634237178513076 0.4381140701998516 0.8355530768595504 0.870797070880636 0.6213373267689637 0.5555662374792169 0
2.4755229498664884 1.5619206020860934 -0.3634237178513076 0.6000296071456096 0.4159001298785387 0.5266161206316238 0.4806462611010813 0.5907874291802773 0
0.7146056012836589 -0.7185162743984499 -0.8784811346693028 0.4984942308716448 0.5036039542793525 0.5840347328947075 0.6507853535109414 0.6396554673021381 0
-1.1244875572558115 -1.1741399901040166 0.6666911157846827 0.5901182630402293 0.3858638541248399 0.6902076890596418 0.15514291408503458 0.5471131037307054 0
